viewCount,likeCount,dislikeCount,favoriteCount,commentCount
4550169,34434,3161,4550169,201
45633,2548,64,45633,595
10452,150,11,10452,12
25984,340,13,25984,84
856605,5731,305,856605,43
150,5,0,150,0
13403,1305,17,13403,134
32394,244,52,32394,130
5315,230,2,5315,32
324722,14060,130,324722,316
-1,-1,-1,-1,-1
56389,1037,26,56389,89
13926,73,5,13926,11
46862,411,39,46862,31
41950,124,56,41950,78
-1,-1,-1,-1,-1
6086130,18845,2806,6086130,217
87792980,535374,24393,87792980,37401
4633,51,8,4633,22
-1,-1,-1,-1,-1
580797810,2202816,1263516,580797810,13622
701105,24670,514,701105,1701
83696,493,42,83696,254
-1,-1,-1,-1,-1
29423,1167,16,29423,62
21895315,11840,6565,21895315,264
59500,879,34,59500,160
8368198,37159,3916,8368198,260
39619,475,40,39619,58
15829,129,26,15829,24
-1,-1,-1,-1,-1
49033,206,156,49033,172
-1,-1,-1,-1,-1
79188,1724,65,79188,215
-1,-1,-1,-1,-1
5433508,61901,3802,5433508,10747
18120,2876,16,18120,220
47183,382,14,47183,32
1313528,23340,474,1313528,1510
-1,-1,-1,-1,-1
11684,78,3,11684,19
48634060,283274,22976,48634060,30020
2951674,18867,2346,2951674,163
152282,14276,1453,152282,1160
-1,-1,-1,-1,-1
17405,495,23,17405,197
14365694,62224,9355,14365694,174
43489047,303953,10217,43489047,5783
1223003,26569,894,1223003,715
-1,-1,-1,-1,-1
7213,30,7,7213,1
10258552,94700,3321,10258552,2872
-1,-1,-1,-1,-1
52208,259,36,52208,65
-1,-1,-1,-1,-1
1078643,4058,1286,1078643,186
144577,12682,74,144577,722
-1,-1,-1,-1,-1
18293086,185667,13041,18293086,6796
2146909,19930,1833,2146909,57
26437979,91447,14417,26437979,2649
71089081,235094,8931,71089081,27126
6269,337,6,6269,128
10469860,50315,2605,10469860,1946
5922057,141261,8878,5922057,5029
-1,-1,-1,-1,-1
3425034,22221,2873,3425034,6106
644687,23383,1006,644687,1428
8569060,70561,9113,8569060,241
27867,110,29,27867,53
-1,-1,-1,-1,-1
41954,1723,13,41954,207
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
8067,480,40,8067,168
-1,-1,-1,-1,-1
103836,2672,107,103836,542
6140,521,2,6140,60
44855,814,34,44855,147
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
28050682,221944,8091,28050682,3781
10484184,192822,5825,10484184,8847
45082,352,47,45082,80
58648,223,27,58648,38
7888,190,4,7888,13
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
32753,349,90,32753,781
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
2539508,8788,2128,2539508,109
-1,-1,-1,-1,-1
923608,16451,2318,923608,827
4053781,40842,4901,4053781,10256
33232390,43857,6996,33232390,4734
48231,1619,286,48231,1296
-1,-1,-1,-1,-1
4346890,75925,1171,4346890,2318
46802433,268435,12024,46802433,6987
79995823,484544,16769,79995823,20519
-1,-1,-1,-1,-1
1089,83,4,1089,8
4064013,41259,1597,4064013,1556
-1,-1,-1,-1,-1
19297,367,23,19297,84
1299242,12122,4874,1299242,4407
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
18568,872,19,18568,123
15621644,48909,4618,15621644,1857
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
2128941,12779,1336,2128941,127
20662760,215697,19014,20662760,8064
141524,448,15,141524,14
-1,-1,-1,-1,-1
122965,1505,170,122965,349
-1,-1,-1,-1,-1
2119535,53395,1739,2119535,1769
-1,-1,-1,-1,-1
10132741,23374,1566,10132741,1648
166925,7631,73,166925,286
179557,830,44,179557,87
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
4628576,61647,1961,4628576,2296
2546774,83816,8579,2546774,16386
308870,921,616,308870,658
1645230,11048,1181,1645230,3427
37227,113,52,37227,64
-1,-1,-1,-1,-1
356470096,2805994,57634,356470096,104666
-1,-1,-1,-1,-1
301,23,1,301,0
17981616,353871,16806,17981616,9917
-1,-1,-1,-1,-1
18198,772,11,18198,47
-1,-1,-1,-1,-1
9192660,135848,2997,9192660,7702
1282910,10263,200,1282910,779
-1,-1,-1,-1,-1
2096136,45613,706,2096136,2830
1234686,18988,5694,1234686,7367
38818116,296114,18115,38818116,6987
6360,74,10,6360,15
-1,-1,-1,-1,-1
1085044,15675,604,1085044,859
565494,5753,237,565494,522
15480530,98580,2738,15480530,850
561763196,4425753,303765,561763196,245854
-1,-1,-1,-1,-1
10342,403,7,10342,32
-1,-1,-1,-1,-1
1177925,14588,562,1177925,878
-1,-1,-1,-1,-1
302641,9266,311,302641,1029
6655698,66028,3305,6655698,2335
51,3,0,51,1
1470126,31988,1167,1470126,2561
-1,-1,-1,-1,-1
3805,121,6,3805,5
12774908,267697,15211,12774908,2603
3966,34,3,3966,1
487511,15790,268,487511,688
9510929,66911,2579,9510929,9458
3564,26,1,3564,0
31314644,265297,11882,31314644,10427
7174741,18077,5226,7174741,1157
2166185,23691,852,2166185,797
-1,-1,-1,-1,-1
48186685,254752,9070,48186685,7569
572429914,2453635,64959,572429914,43421
189667,2444,19,189667,111
11649931,74152,2212,11649931,2736
-1,-1,-1,-1,-1
16613937,137652,1623,16613937,4688
11136477,206730,9706,11136477,1359
44260736,183034,5560,44260736,4263
523632,6350,952,523632,867
2122290,8018,244,2122290,579
-1,-1,-1,-1,-1
2358059,25099,380,2358059,1011
77772615,324087,20519,77772615,13070
1246992,15202,1258,1246992,1266
-1,-1,-1,-1,-1
330591,8837,541,330591,855
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
125502606,586132,20821,125502606,5635
94351184,471233,26037,94351184,11554
2065802,60286,2114,2065802,4891
2123689,60092,1034,2123689,3516
72365,772,22,72365,112
464347,2318,136,464347,237
3805169,67772,1671,3805169,4301
87513,1705,148,87513,28
80184,1092,109,80184,240
3284489,15148,608,3284489,603
128959,1717,27,128959,63
59250249,215033,16178,59250249,2967
589059,7357,297,589059,959
1212619,27734,217,1212619,1984
2485260,13759,523,2485260,1192
13980712,45827,2659,13980712,1664
95281,4939,320,95281,1217
246538,493,16,246538,58
86789,1304,57,86789,317
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
93960089,447896,28882,93960089,30941
21382150,60910,11491,21382150,1429
9418189,46678,1914,9418189,1218
-1,-1,-1,-1,-1
5437694,25655,1820,5437694,1550
122755035,407621,58525,122755035,24411
-1,-1,-1,-1,-1
8339467,13076,1446,8339467,2291
10077756,73870,2193,10077756,4873
18686358,63347,2221,18686358,3041
49378469,190453,6843,49378469,675
5465901,42453,1834,5465901,7681
8054654,19411,643,8054654,746
397971,1955,49,397971,334
16453,8,0,16453,1
645529,3636,134,645529,265
23982429,226333,5389,23982429,16005
2401725,62133,2869,2401725,2623
8977426,43783,5348,8977426,1850
102564,1513,376,102564,370
2413555,15235,4378,2413555,23714
1844789,14254,195,1844789,1019
5283740,45356,481,5283740,2720
2429536,17504,902,2429536,780
5695440,41029,1421,5695440,6706
779042,4611,211,779042,408
37307660,110114,7077,37307660,20298
2333595,11430,209,2333595,268
63574,524,14,63574,32
729968,6547,66,729968,350
1044258,9399,115,1044258,617
3868102,33402,556,3868102,536
289700,4731,104,289700,635
11725859,119525,3264,11725859,4867
66149,150,29,66149,1
7302629,57603,1602,7302629,266
18330673,61283,3857,18330673,3381
28401350,321708,6036,28401350,17241
12564,18,6,12564,4
2916115,13659,798,2916115,552
3348134,29903,442,3348134,1528
-1,-1,-1,-1,-1
10431538,42648,1525,10431538,1204
1183226,22328,1559,1183226,1558
3102874,6562,124,3102874,293
6724632,27280,1225,6724632,1406
448992719,1934615,89521,448992719,105954
135604219,130949,78913,135604219,9363
-1,-1,-1,-1,-1
28259643,200981,3950,28259643,5275
4307138,30861,1104,4307138,818
2452505,9916,202,2452505,741
1985172,8807,339,1985172,389
2630303,31572,486,2630303,834
-1,-1,-1,-1,-1
1021312,3862,7205,1021312,2317
10990392,35059,1124,10990392,1724
41991706,210885,8445,41991706,10293
1013914,4386,113,1013914,385
290677,1208,57,290677,104
23706,100,6,23706,6
11517759,64066,3088,11517759,7522
35254738,241797,26886,35254738,32735
864590,9599,1794,864590,830
15262793,142638,6192,15262793,3237
13816661,51169,1488,13816661,2893
253904,3395,85,253904,422
52682719,488276,11825,52682719,22253
11539402,16929,4381,11539402,1955
898675,9605,154,898675,610
7741791,25584,1572,7741791,2076
3016259,22170,417,3016259,1555
16418344,27075,16769,16418344,1140
18734,31,4,18734,0
-1,-1,-1,-1,-1
1149991,7,9,1149991,0
23706,100,6,23706,6
10990392,35059,1124,10990392,1724
52682719,488276,11825,52682719,22253
3016259,22170,417,3016259,1555
45038,18,2,45038,1
16418344,27075,16769,16418344,1140
228403,1715,566,228403,1157
10431538,42648,1525,10431538,1204
11539402,16929,4381,11539402,1955
5648569,62328,509,5648569,5422
26487,48,2,26487,9
7741791,25584,1572,7741791,2076
7340304,104507,26427,7340304,36660
4382094,27379,488,4382094,674
1183230,8494,1766,1183230,4351
1265561,5758,183,1265561,854
24923663,74030,5601,24923663,9866
8953,20,0,8953,6
313356,687,363,313356,17
20135,47,3,20135,10
1708600,19398,1089,1708600,709
1825713,26529,698,1825713,846
211727,159,19,211727,6
16368,41,3,16368,4
746301,2904,416,746301,3265
104970,891,28,104970,212
43863,120,1,43863,74
8206956,65470,2759,8206956,2123
27536,59,1,27536,9
-1,-1,-1,-1,-1
12498267,60293,2340,12498267,2491
7572,56,0,7572,6
22627,36,13,22627,12
38951,111,0,38951,14
10033711,33691,4399,10033711,5452
-1,-1,-1,-1,-1
19596,58,1,19596,20
74745,131,19,74745,36
109233,1130,53,109233,143
49780,151,3,49780,64
11643,67,1,11643,7
595400,11371,321,595400,336
84955,117,48,84955,25
67267,34,3,67267,3
105327,54,5,105327,3
5100552,23295,889,5100552,831
8347625,44489,2938,8347625,2796
2718248,3740,164,2718248,635
31337,81,0,31337,91
264207889,1375248,38828,264207889,114846
1182529,32640,514,1182529,10488
48529,37,28,48529,5
105327,54,5,105327,3
6932897,40148,1570,6932897,2958
1295240,15660,578,1295240,807
28219,74,1,28219,64
22627,36,13,22627,12
338211,734,198,338211,10
61723,288,29,61723,11
26751,56,7,26751,16
-1,-1,-1,-1,-1
111016,152,17,111016,51
2729013,951,293,2729013,23
-1,-1,-1,-1,-1
8319269,35572,4260,8319269,582
131148,183,11,131148,40
160407,1163,25,160407,51
18309,149,10,18309,24
27408,29,9,27408,2
103217,1686,57,103217,66
64605,200,7,64605,24
135029,51,5,135029,1
153215,1126,51,153215,15
868195,15064,308,868195,204
125661,1,1,125661,6
43863,120,1,43863,74
105287,914,16,105287,35
57000,285,40,57000,17
37327,310,16,37327,50
22482,91,14,22482,5
799866,371,33,799866,219
43510,85,0,43510,4
2718248,3740,164,2718248,635
1308562,5601,281,1308562,917
24407,26,3,24407,12
135900,334,17,135900,128
11491237,49285,2315,11491237,1963
425004,19541,5010,425004,4508
6075,16,3,6075,0
14109792,73494,2656,14109792,3463
4577877,27263,507,4577877,1069
40410,157,30,40410,6
4061298,30032,887,4061298,2369
2254804,47114,15836,2254804,13639
5688229,19088,2801,5688229,8260
8102572,99323,6901,8102572,5320
4064198,8617,240,4064198,728
1252,6,3,1252,2
1352088,3475,91,1352088,345
109926,295,59,109926,19
397474,4386,226,397474,325
1706050,11065,2902,1706050,17496
344909,955,134,344909,70
69079068,49640,24152,69079068,1269
1402436,8078,242,1402436,348
152564,5326,197,152564,572
-1,-1,-1,-1,-1
229025,1624,123,229025,438
23006,48,9,23006,7
84155,50,65,84155,1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
4264341,10005,2032,4264341,627
-1,-1,-1,-1,-1
171,2,1,171,0
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
315591,1028,319,315591,78
69005,177,63,69005,15
-1,-1,-1,-1,-1
245,1,1,245,0
56736,56,25,56736,4
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
36525,145,12,36525,11
-1,-1,-1,-1,-1
2243437,27700,1250,2243437,1352
1992851,4216,783,1992851,115
9879629,6983,3269,9879629,166
3424892,6813,2939,3424892,196
719025,4507,283,719025,33
1426131,2713,958,1426131,89
807084,17688,608,807084,577
313031,272,16,313031,76
16732,1478,30,16732,394
1324882,12336,441,1324882,31
142427,3696,71,142427,902
1513969,52423,1224,1513969,3648
17619,984,8,17619,72
9004,673,20,9004,26
1577566,10627,492,1577566,92
5542067,6448,412,5542067,666
-1,-1,-1,-1,-1
2716568,68041,3193,2716568,1889
13079,268,10,13079,59
58526,1938,44,58526,645
34731990,1745264,6966,34731990,68134
1720926,879,377,1720926,34
140646,3159,79,140646,729
22170,500,24,22170,73
23801644,151010,4383,23801644,3499
189907,3833,157,189907,716
18765208,71236,17452,18765208,1132
61123,1964,50,61123,230
858241,3879,247,858241,28
8558533,72741,3450,8558533,1018
3813,206,8,3813,10
14173,79,0,14173,37
25211,340,34,25211,15
506823,4293,223,506823,582
12236514,64711,3832,12236514,8853
1713022,14673,608,1713022,112
54091,1162,30,54091,4
30120550,42334,12660,30120550,1278
394037709,2273972,161999,394037709,91680
20748,29,6,20748,19
32055,472,19,32055,109
245374,5255,293,245374,1593
2779706,82578,746,2779706,4874
19643,843,23,19643,224
11208,653,3,11208,122
140128,6313,134,140128,1017
5905,82,9,5905,3
1524314,7059,1024,1524314,918
-1,-1,-1,-1,-1
129920,2744,41,129920,476
140128,6314,134,140128,1018
-1,-1,-1,-1,-1
8101449,35740,7935,8101449,1713
21853491,167361,14563,21853491,4745
78541457,517636,19113,78541457,28343
6663,77,3,6663,17
129920,2744,41,129920,476
2930,195,7,2930,34
394037709,2273972,161999,394037709,91680
488749,6210,156,488749,627
67450,4265,22,67450,254
20202659,132125,5819,20202659,1775
6329,344,8,6329,94
10644603,72145,12399,10644603,5784
3226111,68656,1861,3226111,1740
60213,1005,24,60213,171
161078,3143,72,161078,598
4032,32,5,4032,11
12274,280,26,12274,155
156900,2667,304,156900,1353
218579,6141,288,218579,2073
41233,939,29,41233,418
310480,29745,2134,310480,694
962820,24983,755,962820,2254
483714,2256,313,483714,388
77872,1794,57,77872,762
37484,338,26,37484,202
647783,2292,187,647783,122
99746,2727,47,99746,145
21774,1692,17,21774,95
180143,20583,648,180143,542
91,4,0,91,0
96268,3318,71,96268,924
137852,4670,225,137852,1074
85667,2469,43,85667,1022
16629096,52934,6608,16629096,2285
24775137,105759,11224,24775137,3734
500713,3319,1330,500713,647
8010,44,6,8010,10
3552,103,3,3552,22
140646,3159,79,140646,729
35114814,148114,8687,35114814,5979
-1,-1,-1,-1,-1
154251,3336,94,154251,558
56715780,186784,14363,56715780,3433
23255919,180842,4657,23255919,2805
11208,653,3,11208,122
866345,18915,314,866345,1213
23801644,151010,4383,23801644,3499
677976,2811,366,677976,861
7578634,155075,3763,7578634,19006
8750,239,10,8750,38
14289912,38967,3600,14289912,1704
9314230,24660,7254,9314230,1574
4437491,260443,9665,4437491,11321
120938,2295,106,120938,129
82006071,697642,13395,82006071,16005
4797238,16670,2166,4797238,859
9032840,5663,1631,9032840,395
24748825,12799,10371,24748825,543
8658209,69010,1391,8658209,6116
17160,354,15,17160,130
4982765,73096,431,4982765,2959
27015500,73557,8161,27015500,2010
7462118,330493,2822,7462118,5059
1396,51,5,1396,4
44646,11822,62,44646,1556
33366,1003,14,33366,156
2548864,3323,877,2548864,303
134645,4428,92,134645,971
7643691,56528,1398,7643691,5012
462477,5039,280,462477,1097
101959,15373,42,101959,837
345981,3155,287,345981,1923
5540289,24802,905,5540289,2384
13078008,74703,1504,13078008,4626
4518571,50056,891,4518571,1227
53834,904,38,53834,262
13142276,61447,1693,13142276,5181
76263945,1907674,117167,76263945,115844
4020,33,1,4020,3
11555,94,1,11555,3
11767866,268710,1812,11767866,10293
862202,7361,348,862202,513
161036932,820118,58007,161036932,21047
2514297,9486,1174,2514297,458
155157,2399,35,155157,156
1637580,18336,1054,1637580,1337
182831981,1723262,132717,182831981,119652
81023039,353588,15894,81023039,15913
1734990,5336,398,1734990,739
3399296,26419,4138,3399296,546
650662,2940,51,650662,68
1338467,48604,530,1338467,2207
3278,50,6,3278,22
282369,18799,687,282369,356
379607,4070,285,379607,2904
28924,649,8,28924,148
8625,352,10,8625,100
21457134,661044,52707,21457134,16208
379607,4070,285,379607,2904
21457134,661044,52707,21457134,16208
11555,94,1,11555,3
650662,2940,51,650662,68
30546239,277771,2399,30546239,6209
1338467,48604,530,1338467,2207
13038,524,32,13038,275
10996,81,5,10996,23
5357501,47429,1598,5357501,6950
6053735,31140,1207,6053735,1536
3784585,22359,342,3784585,2120
3227794,28757,607,3227794,1937
1854089,36478,1566,1854089,2321
5808,87,10,5808,24
2117951,31298,3141,2117951,1609
5942192,25655,2011,5942192,948
400834,916,27,400834,72
1246096,3964,153,1246096,177
1576259,24134,1604,1576259,4617
362618,2445,37,362618,236
470254,29351,176,470254,3393
95328,10380,378,95328,1400
10060,1178,12,10060,112
972201,10911,205,972201,938
7900899,33919,1854,7900899,3354
110627628,327038,17667,110627628,20133
250121,1034,41,250121,53
126721688,907661,33172,126721688,33621
9218,249,3,9218,6
5509726,15381,3745,5509726,909
124533,4259,90,124533,267
3617276,80236,4159,3617276,12797
961155,20788,346,961155,297
16972,140,2,16972,3
22520191,98200,5188,22520191,7272
8392438,106862,6836,8392438,6547
231968,1517,69,231968,96
7429447,54494,1819,7429447,2519
55972237,274115,8868,55972237,16467
7349286,41066,735,7349286,3186
12960250,96047,2842,12960250,4024
2223657,78527,2278,2223657,5057
168104091,1315314,72406,168104091,62256
1183230,8494,1766,1183230,4351
14626089,84648,3077,14626089,3458
1559637,26396,895,1559637,948
-1,-1,-1,-1,-1
62703,1672,56,62703,103
16594578,142574,5124,16594578,13571
15246889,353318,8272,15246889,19751
62703,1672,56,62703,103
47912738,218653,4633,47912738,24396
999047,6554,163,999047,256
12889380,86568,1743,12889380,4980
1559637,26396,895,1559637,948
593731731,5427792,168787,593731731,191365
7167258,111146,1839,7167258,2399
2926669,18384,580,2926669,2290
168104091,1315314,72406,168104091,62256
16594578,142574,5124,16594578,13571
3682929,48137,740,3682929,1893
458147,9271,299,458147,167
1046165,10227,1971,1046165,1754
7594701,59820,1613,7594701,1959
2273036,9493,2321,2273036,5240
-1,-1,-1,-1,-1
1134491,22681,412,1134491,1141
6659442,16323,1859,6659442,944
5508561,35590,1077,5508561,3087
9125842,47611,4286,9125842,2721
2517049,6629,443,2517049,437
1277614,23983,1223,1277614,3652
79868,163,7,79868,22
1918517,23007,727,1918517,869
22860,222,14,22860,26
1332093,14006,426,1332093,1069
961103,14105,1287,961103,1289
4320783,37336,992,4320783,1464
23586398,429439,7744,23586398,5707
621751,1556,127,621751,152
5735104,76079,939,5735104,3709
24431830,145828,4796,24431830,6897
1006817485,11160760,648278,1006817485,2122736
8480009,63053,8452,8480009,2249
113979,126,5,113979,54
1122281,6301,158,1122281,522
212099601,2070858,32892,212099601,80436
10388311,42494,30785,10388311,27947
30536350,166772,9401,30536350,11485
15052006,127875,2943,15052006,10248
55256844,281204,7757,55256844,26569
31655152,129916,2799,31655152,14629
25539262,29255,17786,25539262,1393
154449,2120,85,154449,427
9258302,58605,2149,9258302,3941
23952874,315357,3501,23952874,7218
50553872,218075,7684,50553872,14430
12680,357,18,12680,153
7844357,3040,457,7844357,306
31200899,256934,5741,31200899,14718
7844357,3040,457,7844357,306
8480009,63053,8452,8480009,2249
113979,126,5,113979,54
352119,32716,266,352119,1873
9258302,58605,2149,9258302,3941
13397698,55933,1221,13397698,4522
31655152,129916,2799,31655152,14629
15052006,127875,2943,15052006,10248
1538995,25550,508,1538995,1274
1069036,11616,310,1069036,955
31200899,256934,5741,31200899,14718
27033913,311359,4268,27033913,26364
23952874,315357,3501,23952874,7218
10388311,42494,30785,10388311,27947
3361,214,8,3361,65
1630322,8884,229,1630322,512
42213711,254926,8728,42213711,6853
91092,5714,63,91092,264
5348530,27389,999,5348530,2544
9188296,255886,6194,9188296,11502
4144219,19745,458,4144219,1198
-1,-1,-1,-1,-1
46129743,431037,15923,46129743,17270
813571,12746,1074,813571,1995
5801331,41015,3758,5801331,3898
6559887,57109,1159,6559887,3885
4989059,44853,2430,4989059,7503
1090279,24167,501,1090279,1575
542387,15511,196,542387,1578
-1,-1,-1,-1,-1
20521541,73904,4756,20521541,4435
117579,181,18,117579,6
19757,227,17,19757,52
32399047,153725,4928,32399047,15069
49040,601,82,49040,515
25845210,231397,6234,25845210,4065
29515059,115008,2947,29515059,14940
61332543,311823,5989,61332543,14803
2423,86,1,2423,12
15547553,175270,3028,15547553,3858
19586559,178549,5243,19586559,11034
147211,6292,53,147211,346
1509625,52840,930,1509625,3353
562476,17197,257,562476,2271
6169882,35695,1448,6169882,2561
12688760,130313,2524,12688760,7183
1070672,8283,168,1070672,2008
52415649,386288,12777,52415649,10051
26028,37,8,26028,2
13140,39,0,13140,2
46907,13,4,46907,2
3837877,17290,327,3837877,698
278242,342,54,278242,39
46129743,431037,15923,46129743,17270
147211,6292,53,147211,346
791510152,875557,500172,791510152,6516
52415649,386288,12777,52415649,10051
121627,234,8,121627,21
25845210,231397,6234,25845210,4065
162868,3387,78,162868,124
328643,437,23,328643,19
19586559,178549,5243,19586559,11034
83209,2547,77,83209,756
8904068,68392,2745,8904068,2180
272522,3497,126,272522,568
156577566,248193,126375,156577566,5333
2850920,4728,1768,2850920,175
24642,29,5,24642,1
2228875,19046,273,2228875,1552
5819,50,9,5819,58
250224,158,56,250224,4
296534,6960,73,296534,550
8598936,209742,4604,8598936,20922
39619,141,15,39619,46
3551684,17100,718,3551684,1410
42202,193,6,42202,21
38930,495,47,38930,57
6576,0,0,6576,0
4502481,203153,3782,4502481,25099
19395903,89246,4039,19395903,5514
12688760,130313,2524,12688760,7183
2293935,21118,1371,2293935,1383
28250038,82114,6212,28250038,5027
5159513,40253,1232,5159513,3057
103880,469,174,103880,156
39873460,208197,8740,39873460,20282
19575,89,1,19575,34
7478098,158088,2731,7478098,9818
8061992,73585,2726,8061992,8914
9964943,74397,2342,9964943,4464
6035454,51845,1294,6035454,1525
2499118,18496,918,2499118,2594
1713276,16167,564,1713276,2308
32173198,386826,8883,32173198,31421
21031597,116438,6172,21031597,2697
140988,513,21,140988,68
654057,8991,322,654057,1758
80074966,331584,45815,80074966,172981
1221129,31223,421,1221129,3248
4010630,40401,1461,4010630,3415
654057,8991,322,654057,1758
26221,96,5,26221,137
4010630,40401,1461,4010630,3415
1713276,16167,564,1713276,2308
80074966,331584,45815,80074966,172981
2206249,20218,2514,2206249,6115
994824,13295,840,994824,2393
15220,18,1,15220,48
5604562,66400,8017,5604562,22237
942939,63217,298,942939,3300
72730,834,119,72730,366
74997,172,28,74997,77
60919240,398541,15201,60919240,17083
7497455,15841,3261,7497455,1127
8761648,55033,1959,8761648,2900
15906049,252848,5244,15906049,6934
44025,281,8,44025,77
1367727,18179,1112,1367727,827
8119364,41466,3784,8119364,4484
15130021,256788,3241,15130021,4872
-1,-1,-1,-1,-1
53077,161,65,53077,61
12589359,101389,1648,12589359,1986
58789,128,5,58789,9
-1,-1,-1,-1,-1
1813543,14891,457,1813543,1976
35941874,376958,14022,35941874,12492
227070,662,21,227070,89
22697,63,0,22697,6
14343391,77063,2342,14343391,2262
22276,74,9,22276,14
7795095,45565,2434,7795095,4444
52958,124,37,52958,10
-1,-1,-1,-1,-1
6349702,36882,1318,6349702,1408
11212313,111850,5806,11212313,4540
-1,-1,-1,-1,-1
51620,182,3,51620,24
153630,310,16,153630,80
53401,224,5,53401,29
646616,7379,222,646616,575
52103,95,2,52103,51
313079,5252,336,313079,316
35173,78,16,35173,12
6487200,42823,1132,6487200,1991
8587624,90385,1749,8587624,3900
303892,2497,197,303892,742
444197,8510,235,444197,510
71761,127,9,71761,11
4300840,14477,542,4300840,771
4300840,14477,542,4300840,771
23302,31,4,23302,6
71761,127,9,71761,11
-1,-1,-1,-1,-1
83570,85,55,83570,25
61381,40,5,61381,4
13571,48,2,13571,2
26045451,420729,12754,26045451,8916
806816,4651,200,806816,94
-1,-1,-1,-1,-1
1507735,7123,619,1507735,1304
-1,-1,-1,-1,-1
2895,105,11,2895,19
16343,235,12,16343,32
4809274,134349,2348,4809274,18707
1742212,31701,980,1742212,6581
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
47776678,156624,73178,47776678,1590
34763789,116193,56103,34763789,922
1138388,29158,640,1138388,770
202044830,1175266,52482,202044830,86516
-1,-1,-1,-1,-1
123023,3431,252,123023,299
19891172,54179,27314,19891172,630
-1,-1,-1,-1,-1
449923,36183,783,449923,1565
3345,47,2,3345,2
2594267,25683,2374,2594267,4172
1155041,15756,517,1155041,472
-1,-1,-1,-1,-1
881215,7071,3335,881215,5
8560,263,19,8560,102
-1,-1,-1,-1,-1
24588820,58153,2745,24588820,4159
827224,27021,1119,827224,1192
-1,-1,-1,-1,-1
605921,22737,749,605921,2147
283,16,5,283,13
2424386,303078,3267,2424386,7356
11344,165,7,11344,19
21834671,145548,15029,21834671,6494
4883,67,3,4883,19
3706,244,3,3706,11
-1,-1,-1,-1,-1
16621,261,11,16621,57
36682,453,50,36682,159
188847,13809,524,188847,242
239137,4474,285,239137,148
2205,44,2,2205,9
12400,75,28,12400,48
171085,18878,556,171085,2081
156006,921,105,156006,119
519302,21898,237,519302,1724
16570308,108214,19192,16570308,2603
94834,1695,110,94834,302
1465510,41609,2141,1465510,3837
244116,1053,84,244116,191
7700,116,12,7700,16
2132086,47411,1832,2132086,4225
7893,83,6,7893,17
4080,100,4,4080,28
4075,87,9,4075,22
22450,85,24,22450,34
-1,-1,-1,-1,-1
16081,149,71,16081,33
71023,1518,105,71023,760
8815,108,53,8815,104
1293430,7424,1004,1293430,732
55698,420,222,55698,668
100818,300,47,100818,9
4545,17,10,4545,17
7992,99,12,7992,18
4407,39,11,4407,16
29614948,51289,2676,29614948,2224
76248491,636797,13872,76248491,11083
26268,181,230,26268,352
14243,523,18,14243,167
3292,87,4,3292,7
94637,1139,183,94637,406
104533,4836,144,104533,204
2602,32,3,2602,3
11496,111,34,11496,109
9492,126,9,9492,18
23036,386,18,23036,20
187691,3879,131,187691,257
3210765,53946,1890,3210765,10674
12530,310,15,12530,72
7895,25,6,7895,1
5348352,118189,2182,5348352,2493
3769239,45172,2361,3769239,3459
17527,118,103,17527,127
34100,902,15,34100,89
2307350,16114,1714,2307350,1638
2274017,14549,1723,2274017,1431
323486,12298,413,323486,354
3969681,36452,2226,3969681,3056
2101,18,7,2101,1
2021315,11795,986,2021315,1798
226593,6799,472,226593,749
164641,4224,166,164641,558
6201222,39814,5308,6201222,1079
1133961,15910,287,1133961,875
2193648,14008,1622,2193648,1379
209837693,970722,59404,209837693,16819
244674,693,46,244674,61
225937135,714212,347707,225937135,794
255536448,472629,236411,255536448,259
17093314,341571,16095,17093314,11650
16231,107,20,16231,12
13120,283,18,13120,11
89478180,659559,17967,89478180,13758
201307,3314,128,201307,146
-1,-1,-1,-1,-1
733096,33269,545,733096,4305
6812279,190653,13000,6812279,27863
21583760,77577,8438,21583760,1603
52591,970,29,52591,92
17952353,243602,17911,17952353,10923
141580,3077,288,141580,202
3712283,1633,514,3712283,91
2014912,12517,1475,2014912,959
395466442,2623928,61341,395466442,65407
2627581,56569,3965,2627581,390
12430,27,20,12430,28
17036,326,10,17036,21
355783,2693,128,355783,125
20911,1021,86,20911,484
21946540,42447,4298,21946540,1934
215050,6874,53,215050,255
321346,1228,165,321346,306
886137,9153,1301,886137,5270
416012,1912,248,416012,769
205304,1895,91,205304,92
27150,756,56,27150,145
529107,7421,481,529107,551
